Content,Date,Title
人生１００年時代。高齢期を元気に過ごすことは、本人だけでなく家族や社会にとっても関心事だ。コロナ禍で崩れた健康習慣を取り戻し、生き生きと過ごしたい。日常生活を問題なく送れる期間は「健康寿命」と呼ばれる。２０１９年時点で男性が７２・６８歳、女性が７５・３８歳だ。平均寿命は男性８１・４１歳、女性８７・４５歳とされ、健康寿命との差が、寝たきりや介護が必要な期間に当たる。高齢化が進む日本にとって、この期間をできるだけ短くすることが課題になる。長く健康でいられれば、本人は生きがいを持って暮らせるし、医療や介護の財政負担も抑えることができる。元気な高齢者は、地域の行事やボランティア活動に貢献する人材としても期待できるだろう。厚生労働省が約１０年ごとにまとめている健康づくり計画「健康日本２１」は、健康寿命を延ばすための目標を掲げており、生活習慣病の予防や、健康的な食事と運動を心がけるよう求めている。来年度から始まる第３次計画の柱は、十分な睡眠時間をとることだ。厚労省が作成した健康な睡眠の指針では、適度な運動で眠りを促し、朝食をしっかりとって目覚めをよくするなど、健康な睡眠のコツを示している。食事については、塩分の摂取量を現在の１日平均約１０グラムから７グラム未満に減らすことなどに重点を置いた。健康づくりを支援する飲食店を認定し、塩分を控えたメニューの提供を促すキャンペーンを展開している地域もある。これらの例も参考に、各地域の実情に合った健康づくりに取り組んでほしい。国や自治体だけでなく企業も参加し、高齢者が楽しみながら体を動かせるイベントなども拡充してもらいたい。人とのつながりを持つことも、健康には欠かせない。健康寿命が１９年に男性１位、女性４位だった大分県は、高齢者が気軽に立ち寄れるタイプの地域活動を増やして参加率を高めた。介護予防のために考案した体操も楽しんでもらっているという。心配なのはコロナ禍の影響だ。２１年の平均寿命は、１０年ぶりに前年を下回った。コロナによる死亡者数の増加が要因とみられる。健康寿命にも、コロナ禍のしわ寄せが及んでいるのではないか。外出自粛で体力や気力が低下した高齢者は多い。これからは、コロナの感染対策に気を配りながら、いかに健康習慣を取り戻していくかが大切になる。,2023/06/11,高齢期を元気に健康で生き生きと暮らすには
入国管理施設での長期収容は、外国人の人権侵害につながりかねない。政府は改正法を適切に運用し、入管行政の信頼を高める必要がある。改正出入国管理・難民認定法が成立した。国外退去処分となった外国人が長期間、収容されている現状を改めるものだ。不法残留や罪を犯した外国人は原則、本国に送還される。だが、家族が日本にいるといった理由で帰国を拒む人もいる。こうした「送還忌避者」は昨年末時点で４２００人余に上っている。送還忌避者の中には、難民認定の申請を繰り返す人が少なくなかった。申請中であれば、強制送還されないという規定があったためで、これが入管施設での長期収容の一因となっていた。改正法は、難民認定の申請は原則２回までとし、３回目以降は、申請手続き中でも強制送還できるようにした。送還を免れようという人が、難民認定の仕組みを乱用するのを防ぐため、一定の歯止めをかけるのは妥当だろう。改正法はまた、出入国在留管理庁が認めた監理人による監督を条件に、収容施設を出て生活できるようにする制度も導入した。外国人の人権にも配慮し、生活環境を改善することは大切だ。送還を拒む人の中には、日本で生まれ育った子供もいる。逃亡や再犯の恐れがない場合には、家族が離ればなれにならないで済む何らかの措置を検討してほしい。一昨年には、名古屋市の施設で収容中のスリランカ人女性が死亡し、日本の入管行政には国内外から厳しい視線が注がれている。入管庁は、収容者の健康に目配りすることが不可欠だ。医療体制も充実させる必要がある。政府は近年、送還忌避者であっても、病気などの場合は一時的に収容を解く「仮放免」を柔軟に認めてきた。だが、仮放免後に逃亡するケースが増え続け、昨年末には約１４００人に上っている。逃亡した人の中には、窃盗や傷害事件で懲役刑を受けた外国人もいる。長期収容を解消するためとはいえ、いたずらに仮放免を認めるのは問題があろう。入管庁は逃亡を防ぐ手段を講じるべきだ。今回の法改正で、政府はウクライナからの避難民を念頭に、「補完的保護対象者」の制度を創設した。健康保険への加入を認めるなど、難民に準じた支援を行う。日本はかねて、難民の受け入れ数が少ないと言われてきた。救済すべき人を確実に保護していくことが望まれる。,2023/06/10,改正入管法成立長期収容の弊害を放置するな
温室効果ガスの排出量を削減できる合成燃料に世界の関心が高まっている。自動車などの脱炭素に向けた選択肢の一つとして、日本も早期の普及に取り組む必要がある。合成燃料は「人工的な原油」とも呼ばれる液体燃料で、水素と二酸化炭素（ＣＯ２）が原料だ。工場などから出るＣＯ２を回収し、水素と化学反応させて作る。水素は水を電気分解して取り出すことになるため、それに要する電気は太陽光などの再生可能エネルギーを使うことが前提となる。合成燃料は、既存のガソリン車のほか、電動化が難しい航空機や船舶などの燃料に使用できる。運搬用のタンクローリーや給油所などもそのまま利用可能だ。燃やすとＣＯ２が出るが、製造時にＣＯ２を原料とするため、排出量は実質ゼロとみなされる。自動車の脱炭素は、現状では電気自動車（ＥＶ）が主役だ。ただ、充電施設の拡大や、蓄電池用の希少金属の確保など課題も残る。合成燃料の活用を、新たな選択肢としていくことが望まれる。経済産業省は２０２１年に、合成燃料を４０年までに商用化するとの目標を掲げていたが、これを３０年代前半に早めるという。国内企業では石油会社などが研究開発に取り組んでおり、エネオスが、ガソリンに混ぜる形で２７年の供給開始を目指している。製造法は既に確立されているものの、商用化の最大の障壁となるのが製造コストの高さだ。経産省によると、水素の製造に大量の電気が必要なため、再生エネのコストが高い国内で作ると１リットルあたり約７００円になる。海外から安価な水素を調達する場合でも３５０円程度かかる。ガソリン価格よりも大幅に割高だ。水素を国内で大量に作ったり、海外から確保したりする体制はまだ整っていない。官民で安価な水素を安定的に調達できる供給網の構築を急ぐべきだ。国内の再生エネの低コスト化も求められる。海外では、欧州連合（ＥＵ）が、３５年以降にエンジン車の新車販売を全面的に禁止するとしていた方針について、今年３月になって、合成燃料を使うエンジン車に限り認めると方向転換した。日本と同様に自動車を基幹産業とするドイツが、ＥＶへの全面移行で産業の雇用が失われることを懸念したためだという。自動車産業が抱える課題は日本も同じだ。政府はドイツなどとも連携し、合成燃料のコスト低減や供給網の整備を図ってほしい。,2023/06/10,合成燃料車の脱炭素図る新たな選択肢
国際秩序を踏みにじる中国やロシアのような強権国家が世界の安定した発展に貢献できるとは思えない。途上国は、中露への加担が何をもたらすのかを熟考すべきだ。ブラジル、ロシア、インド、中国、南アフリカで構成する新興５か国（ＢＲＩＣＳ）が、南アで外相会議を開き、８月の首脳会議までに加盟国拡大の指針をまとめることを決めた。拡大の構想は昨年、中国が提案し、中東やアフリカなどの２０か国以上が加盟に意欲を示しているという。今回の外相会議にはサウジアラビアやイラン、インドネシアなど１３の非加盟国が招かれた。ＢＲＩＣＳの人口の合計は、全世界の４割に達している。世界の国内総生産（ＧＤＰ）の合計に占める割合も３割弱で、先進７か国（Ｇ７）の４割に迫る勢いだ。米欧日と新興国との、パワーバランスの変化を象徴している。ＢＲＩＣＳでは、中国の国力が突出して大きい。加盟を希望する国は、中国の経済援助や、ＢＲＩＣＳが主導する金融機関からの融資を期待しているのだろう。「グローバル・サウス」と呼ばれる新興国や途上国が、国益を求めてＢＲＩＣＳに接近する動きを止めることはできない。問題は、中露がＢＲＩＣＳで強調する「米欧への対抗軸」や「世界の多極化」は、中露の利益が最優先される国際秩序を意味し、自由や法の支配といった普遍的価値の軽視につながることだ。加盟を検討している新興国・途上国は、自由で民主的な社会や国民生活の安定を守るためには、現行の国際秩序が不可欠であることを認識してもらいたい。ＢＲＩＣＳを拡大する速度や規模を巡っては、前のめりな中露と慎重なインドの間で温度差があるとも指摘されている。「グローバル・サウス」の盟主を自任するインドは、米欧と中露のどちらにも傾斜しない中立的な外交姿勢をとる。ウクライナ侵略を巡る対露制裁は控える一方、日米豪との協力の枠組み「クアッド」には参加している。ＢＲＩＣＳ拡大を通じて中国が影響力を増大させ、主導権を握る事態を、インドは望むまい。拡大は一筋縄ではいかないだろう。岸田首相は５月のＧ７広島サミットにインドとブラジルの首脳も招待し、グローバル・サウスとの連携強化を確認した。日本は各国に普遍的価値の重要性を説きながら、経済や技術分野などで協力を深めることが大切だ。,2023/06/09,ＢＲＩＣＳ拡大途上国は中露に躍らされるな
食料を輸入に頼る日本にとって、食料の安全保障は極めて重要な課題である。時代の変化に即して基本政策を見直し、食料の安定的な確保につなげていく必要がある。農林水産省は農政の基本方針となる「食料・農業・農村基本法」の改正に向け、有識者会議の中間とりまとめを公表した。平時から食料安保の体制を整備すると掲げたのが特徴だ。来年の通常国会に改正法案を提出するという。１９９９年制定の現行法は、日本の経済力で必要な食料はいくらでも輸入できると考えてか、食料安保の問題意識が乏しかった。だが、近年は気候変動に伴う干ばつで不作が頻発するようになった。日本の購買力も低下した。そこに、コロナ禍とロシアのウクライナ侵略が追い打ちをかけた。食料の調達を巡る情勢は転換期にあると言える。平時から食料安保を重視するのは当然だろう。現行法は、農政の中心に「食料」自給率の向上を掲げてきた。しかし日本は、食料だけでなく、農業に欠かせない肥料の原料である尿素やリン酸などの大半を輸入で賄っている。ウクライナ危機で肥料が不足し、食料自給率には影響がないものの、一部の農業生産に支障が出る事態となった。法改正後は、肥料にも目標を設ける方向だ。下水を処理した汚泥には、肥料の原料が含まれているという。それを活用し、国産化を広げることが有効となろう。また、肥料の多くは、中国など特定の国への依存度が高い。調達先の多様化も図ってほしい。中間とりまとめは、農業の担い手確保の重要性も強調した。農家は高齢化しており、現在の年齢構成から推計すると、農業を主な仕事とする人は２０２２年の約１２０万人から、２０年後に３０万人程度まで減る可能性があるという。ＩＴやロボットの活用で省力化を進めることが不可欠だ。国や研究機関、ＩＴ企業などが一体となり、技術革新を加速させたい。稼げる農業にして、働き手にとって魅力ある産業とすることも大切だ。そのためには農産物の付加価値を高めるとともに、国が輸出を支援していかねばならない。中間とりまとめは、紛争や凶作など有事への対処も課題とした。国が農家に穀物の増産を指示したり、売り渡しを求めたりすることを想定し、法整備を検討する。ただ、私権の制限につながりかねないため、丁寧に論議すべきだ。不利益を受ける人の救済策も含めて協議してもらいたい。,2023/06/09,農政の基本方針食の安全保障は厳しさを増す
ロシアの侵略と占領がなければ、起きえなかった大惨事である。直接の原因が何であれ、一義的な責任がロシアにあることは明白だ。ロシアが軍事占拠しているウクライナ南部カホフカ水力発電所のダムが決壊した。ドニプロ川の水量が急増し、下流域で洪水が起きた。被災者は数万人に上り、死傷者の増加が懸念されている。電力や水資源の喪失により、周辺地域が長期間、打撃を受けることも避けられない。こうした深刻な事態が起きるのを防ぐために、戦争犯罪を規定するジュネーブ条約は５０年近く前から、ダムや原子力発電所の攻撃を「住民に重大な損失をもたらす」として禁じてきた。ウクライナのゼレンスキー大統領は、ロシアが洪水を兵器として利用するために、ダムを意図的に破壊したと非難した。主張通りなら、言語道断の戦争犯罪だ。ロシア側は「ウクライナによる破壊工作だ」と反論しているが、根拠を示していない。ウクライナが、自国の国民や領土への甚大な被害を顧みずに、ダムを攻撃したとは考えにくい。意図的な破壊ではなく、ダムの強度が損なわれて決壊した可能性も指摘されている。仮にそうであっても、ロシア軍がダムの管理や水位の調整を適切に行わず、大惨事を招いた責任は免れない。ロシアが、占拠した重要インフラ（社会基盤）施設の管理を軍人任せにして危険にさらしたのは、ダムから約１２０キロ・メートル離れたザポリージャ原発も同じだ。国際社会は、ダムや原発の周辺地域を非軍事化し、国際管理に委ねることを要求してきたが、ロシアは拒み続けている。国際刑事裁判所（ＩＣＣ）や国連機関が現地に入り、原因などを徹底的に調査することが重要だ。洪水の被害者に対する人道支援の体制も整備する必要がある。ザポリージャ原発は全原子炉の運転を停止しているが、核燃料の冷却水はダムの貯水池から引いている。国際原子力機関（ＩＡＥＡ）は現時点で冷却が止まる危険はないとしている。万一に備え、代替水源の確保を急いでほしい。今回の事態は、ウクライナが大規模な反転攻勢の準備を進めているなかで起きた。ロシア軍をウクライナから撤収させ、領土の奪回を果たさなければ、常にこうした危機にさらされることになる。国際社会は結束し、ウクライナ軍の反撃が成果を収めるよう、支援を強化せねばならない。,2023/06/08,ダム決壊大惨事生んだ責任は露にある
政治家の選挙演説は、有権者に直接、主張を届ける重要な機会だ。警察と政治家が事前に十分協議し、言論の自由と安全の双方を守る体制を整える必要がある。和歌山市の選挙演説会場で、岸田首相に爆発物が投げ込まれた事件について、警察庁が警備体制を分析した報告書をまとめた。会場の漁港に集まった聴衆の確認方法に問題があったと結論づけ、演説会を主催する自民党和歌山県連側と綿密に協議しておくべきだったと総括した。和歌山県警は、県連から「聴衆は漁協関係者のみで、部外者が来ても顔を見て識別できる」と説明されたという。そのため、聴衆の確認を漁協スタッフに任せ、金属探知機も設置しなかった。主催者としては、物々しい雰囲気を避け、できるだけ近くで岸田首相の演説を聴いてほしかったのだろう。その結果、爆発物を持った男の接近を許してしまった。安倍晋三・元首相が銃撃された事件から１年足らずの間に、現職の首相が襲われたことは、極めて重大な事態である。警備体制の立て直しが急務だ。今回特に深刻なのは、安倍氏の銃撃事件を踏まえ、警察庁が県警の警護計画を事前にチェックしていたことだ。再発防止策が機能しなかったと言わざるを得ない。警察は今後、できるだけ屋内で演説会を開くよう政党側に要請するとしている。屋内であれば、出入り口で氏名や参加証を確認し、手荷物検査もできるからだ。これに対し、政治家からは「街頭でないと、無党派層に呼びかけるのは難しい」と難色を示す声が出ている。有権者と握手をしたいという人も多いはずだ。警察と政党は、会場の特徴や聴衆の規模などの情報を共有し、最適な警備方法を探ってほしい。首相らの場合は特に厳重な警備が必要になる。街頭では聴衆と距離を取り、防弾シールドを設置することなども検討に値しよう。米国では多くの選挙演説を屋内で行い、手荷物検査や入場者の管理を徹底しているという。最近はＳＮＳで選挙活動の日程などが告知され、地元の有権者以外も多く会場に来るようになった。顔を見て部外者を見分けるような方法は難しくなっている。インターネット上には、銃や爆弾の作り方が載っている時代である。従来の選挙演説の常識にとらわれず、常に危険人物が紛れ込んでいるという前提で、会場の安全確保に努めることが大切だ。,2023/06/08,選挙演説の安全警察と政治家の連携が重要だ
身近な健康保険証を廃止し、トラブルが続出しているマイナンバーカードに一本化するのは無理があろう。廃止方針をいったん凍結し、国民の不安を払拭（ふっしょく）するのが筋だ。２０２４年の秋に保険証を廃止し、マイナカードに一本化する関連法が成立した。来秋以降、患者はマイナカードを医療機関に提示し、診療を受けることになる。政府は行政のデジタル化を進めるため、マイナカードの普及を図っている。保険証の機能を持たせるのもその一環だ。だが、マイナカードを巡るトラブルは後を絶たない。コンビニで別人の住民票が交付されたり、給付金の受取口座が、別人の口座で登録されていたりした。とりわけ深刻なのは、マイナ保険証に関する問題だ。他人の情報がカードにひもづけられていたケースが７３００件あった。行政文書は、あとで修正できるかもしれないが、医療に関する手違いは、国民の健康や生命に重大な影響を及ぼす恐れがある。政府は事態を軽視してはならない。そもそも政府は昨年６月の段階では、現行の保険証とマイナ保険証の「選択制」を打ち出していた。希望すれば、カードだけで受診を可能にするという構想だ。だが、河野デジタル相が１０月、唐突に来年秋の保険証廃止を表明した。カードを持たない人には、健康保険組合などが「資格確認書」を発行するという。しかし、確認書の取得は本人の申請が前提だ。１年ごとに更新する必要もある。政府は、病気や障害を理由とした代理申請も認める方針だが、具体的な運用は検討中という。現在、何ら不都合なく使えている保険証を廃止し、事実上、カードの取得を強制するかのような手法が、政府の目指す「人に優しいデジタル化」なのか。マイナ保険証の不具合が相次いでいることを踏まえ、医療関係団体などは保険証の廃止に反対している。医療現場から懸念の声が上がるのも無理はない。法律が成立したからといって、制度の見直しは不可能だ、と考えるのは早計だ。政府は１９８０年、納税者番号の一種「グリーンカード制度」を導入する法律を成立させたが、政財界から批判が噴出したため、５年後に法律で廃止した。マイナ保険証の見直しは、今からでも遅くはない。トラブルの原因を解明し、再発防止に努めるのが先決だ。当初の予定通り、選択制に戻すのも一案だろう。,2023/06/07,保険証の廃止見直しは今からでも遅くない
社会に大きな影響を及ぼした事件の記録は、国民の共有財産である。裁判所は、歴史的価値のある裁判記録を後世に残すための体制づくりを急がなければならない。神戸市で１９９７年に起きた連続児童殺傷事件などの記録が廃棄されていた問題で、最高裁が調査報告書を公表した。廃棄の経緯を調べた８７件の少年事件や民事訴訟の記録のうち、７０件以上が裁判所内で保存すべきかどうかさえ検討されず、機械的に廃棄処分されていたという。最高裁は内規などで、少年事件の加害者が２６歳になるまで記録を保存し、その中で社会の注目を集めた史料的価値の高い事件については、事実上の永久保存（特別保存）にするよう定めている。事件の記録は、犯罪の社会的背景を考察し、再発防止を図るのに役立つ。内容の検討さえせずに廃棄するなど、各裁判所の対応はあまりにずさんだった。なぜ家族が犠牲になったのかを知りたいと願う遺族の感情も傷つけた。報告書は、記録の廃棄が相次いだ原因について「裁判所は紛争解決が第一の役割で、記録は保存期間が過ぎれば原則廃棄と位置づけていた」と指摘した。最高裁は３０年前、保存する記録の量が膨大になるのを防ぐよう各裁判所に通知した。これが保存に消極的な姿勢につながった。今後は歴史的、社会的な意義のある記録を「国民共有の財産」と位置づけて浸透を図るという。各裁判所の職員らは、「廃棄ありき」の意識を改めねばならない。年月がたてば事件の歴史的評価が曖昧になり、職員も入れ替わる。永久保存の手続きは、加害者が２６歳になる際ではなく、裁判終結時に確実に行うことが重要だ。最高裁は今後、第三者委員会を設け、記録の適切な保存に向けた体制づくりに取り組むという。事件の記録が廃棄された背景には、保管場所が不足していたという事情もあった。２０２０年に永久保存の基準が明確化され、保存件数も増えている。保管場所の確保は、差し迫った課題だ。永久保存を決めた記録を国立公文書館などに移管することも検討に値するだろう。司法の分野はＩＴ化が進められている。記録がデジタル化されれば、保存も容易になるはずだ。保存した事件記録を社会でどう生かしていくのか。関係者のプライバシーに配慮しつつ、学術研究などに活用できるような開示の仕組みも考えてほしい。,2023/06/07,裁判記録の廃棄歴史的資料の保存を重視せよ
商用車大手の日野自動車と三菱ふそうトラック・バスが、経営統合すると発表した。統合による規模の拡大を、脱炭素に向けた電動化の推進などに生かしてほしい。発表によると、日野の親会社であるトヨタ自動車と、三菱ふそうの親会社の独ダイムラートラックが共同で持ち株会社を新設し、日野と三菱ふそうを傘下に置く。両社のブランドは維持する。トヨタとダイムラーの出資比率は同じにし、持ち株会社を上場させる。日野はトヨタの子会社ではなくなり、新たなグループの中で事業を運営することになる。２０２４年末までの統合の実現を目指す。トヨタとダイムラーも次世代技術の開発で提携し、４社で協業するとしている。脱炭素への対応や自動運転の普及などを巡り、自動車業界は１００年に１度の変革期にある。４社の技術を結集し、競争力を高めようとする狙いは理解できる。特に、商用車が排出する二酸化炭素（ＣＯ２）の削減は重い課題だ。国内では２１年度の運輸部門の排出量のうち、約４割を貨物車が占めているという。ただ、乗用車より大きく、耐久性やパワーが求められる商用車は電気自動車（ＥＶ）化へのハードルが高い。巨額の開発資金を１社で賄うのは容易ではない。提携による規模の拡大で投資への対応力を強化して、着実に電動化を進めてもらいたい。商用車ではＥＶより燃料電池車（ＦＣＶ）の活用が有力だとの見方もある。長距離を走る大型トラックのＥＶには現状、大量の電池を積む必要があり、車体が重くなる。充電にかかる時間も長い。水素を使うＦＣＶなら、短時間の燃料補給で長距離の輸送を行うことができる。決まったルートで利用する場合は、水素の供給拠点の整備も最小限で済む。トヨタとダイムラーは、ともに水素の技術に強みを持っている。ＦＣＶの本格普及に向けた技術開発の加速を期待したい。一方、日野は昨年３月、エンジンの性能試験の不正が発覚し、一時は国内で全ての車が出荷停止になった。２３年３月期連結決算まで３期連続の赤字に陥っている。今回の再編には、日野の再建をトヨタだけで後押しすることが難しいとの判断もあるのだろう。トヨタの佐藤恒治社長は「我々が日野を支えることには限界もある」と述べた。他社の資本を入れることで経営の緊張感を高め、不正の根絶にもつなげるべきだ。,2023/06/06,商用車大手再編規模の拡大で脱炭素へ前進を
候補者の資質を度外視し、話題作りを優先した擁立が、参院議員の除名に続き、逮捕という結果を招いたということだろう。各党はこの教訓を重く受け止めるべきだ。前参院議員のガーシーこと東谷義和容疑者が、暴力行為等処罰法違反（常習的脅迫）などの容疑で逮捕された。滞在先のアラブ首長国連邦（ＵＡＥ）で事実上の国外退去処分を受けたとみられ、帰国後に警視庁が身柄を確保した。東谷容疑者は昨年２月から８月にかけて、芸能人ら３人に対し、動画投稿サイト「ユーチューブ」上で脅迫にあたる発言を繰り返した疑いなどが持たれている。昨年７月の参院選の最中も、悪質な配信を続けていたのであれば、あきれるほかない。東谷容疑者は、交流のあった著名人の裏話をサイトで次々と公開し、「暴露系ユーチューバー」として注目されるようになった。昨年の参院選には、ＵＡＥに滞在したままＮＨＫ党（当時）から出馬し、比例選でＮ党トップの２９万票近くを得て初当選した。だが、当選後も帰国せずに国会を欠席し続け、今年３月、除名処分を受けて参院議員の身分を失った。国会議員は国会会期中、原則として逮捕されない。東谷容疑者が手厚い身分保障を盾に、逮捕を免れていたことは極めて悪質だ。「帰国すれば不当な拘束を受ける」と訴え、自らが国家権力の被害者であるかのように主張していたことは筋違いも甚だしい。政党が、スポーツ選手やタレントなど著名人を擁立すること自体には何ら問題はない。多様な人材が政治に参画する意義はある。だが、いくら集票が見込めるからといって、資質が疑われるような行動をしている人物を擁立することは許されまい。参院選直後、当時のＮ党の立花党首は東谷容疑者について「一度も国会に出席しなくていい」と述べていた。あまりに不見識だ。誰もが自由に意見を発信できるＳＮＳが普及し、奇抜な言動で人気を集め、投稿に伴う広告収入を得るケースが増えている。それ自体、不健全な風潮だが、ましてや政党がそれを集票活動や党勢拡大に使うようなことはあってはならない。国会議員は憲法で定められた「全国民の代表」であることを自覚する必要がある。表現の自由は尊重されるべきだが、法に触れるような悪質な配信を野放しにしてはならない。運営者には、不適切な投稿の削除などを行う責任がある。,2023/06/06,前参院議員逮捕安直な候補者選びへの警鐘だ
海外から持ち込まれた外来生物が日本に定着すると、生態系に悪影響を及ぼす。その脅威を認識し、適切な対策を講じることが重要だ。ペットとして人気のアメリカザリガニやアカミミガメ（ミドリガメ）を野外に逃がすことが禁止になった。家庭などで引き続き飼育するのは問題ないが、飼っている人は新しいルールを守り、生き物を正しく扱わねばならない。この２種は、新設された「条件付き特定外来生物」に政令で指定された。特定外来生物は通常、野外放出だけでなく、輸入や販売、飼育などが幅広く禁止される。ただ、アメリカザリガニはすでに５４０万匹、アカミミガメは１６０万匹が家庭で飼われていると推定されている。一律に飼育まで禁止すれば、こっそり放す飼い主が続出する懸念があった。多数が飼われている状況を考えれば、飼育は認める一方で、野外放出や売買を禁止する、という新たな規制の枠組みを導入したのは現実的な対応だと言えよう。アメリカザリガニは戦前、食用のウシガエルの餌として導入された。アカミミガメは１９５０年代以降、ペットとして輸入され、露店などで売られた。どちらも北米原産で繁殖力が強く、野外に放たれて全国に分布を広げた。その結果、小魚や水生植物などが食い荒らされ、生態系が打撃を受けた。日本の水辺の風景を変える脅威である。いったん繁殖した生物を根絶させるのは大きな労力が要る。環境省の対応は、むしろ遅すぎたのではないか。寿命はアメリカザリガニが４～５年とされる。アカミミガメの場合は２０～４０年にも及び、体長も３０センチ近くまで成長する。逃げ出さないよう適切な環境を整え、長期にわたって責任を持って飼い続けることが欠かせない。もし飼えなくなった場合は、新しい飼い主を探すか、殺処分するしかない。飼い主には、最後まで世話をする覚悟が求められる。ザリガニやカメは学校で飼われることもある。あまりに身近な存在のため、外来種という認識が薄いかもしれない。子供が家庭で飼っている例も多いだろう。ＳＮＳなども使って、若い世代に新たな規制の内容を周知してもらいたい。今回の規制で野外放出には歯止めがかかるとしても、過去に放出されたものを駆除する努力が引き続き必要になる。国や自治体、環境保護団体などが連携して取り組むことが大切だ。,2023/06/05,外来生物生態系への脅威を認識しよう
アジアの安全保障環境について、周辺国の防衛相らが活発に意見交換した。緊張が高まる中で偶発的な衝突が生じないよう、重層的な協議を抑止に生かしたい。アジア安全保障会議がシンガポールで開かれ、日米韓や中国、豪州、東南アジア諸国など４０か国以上の国防関係者や専門家が参加した。英国の政策研究機関が毎年、開催している会合だ。浜田防衛相は日米韓、日韓などの防衛相会談に臨んだ。日米韓の会談では、北朝鮮のミサイル情報を３か国で即時に共有することで合意した。ミサイルを探知・追尾する日韓のレーダーシステムを米国経由で連結する。年内に運用を始めるという。北朝鮮のミサイルを巡っては、日韓が発表する弾道や飛行距離などの情報が異なることがある。日本では、全国瞬時警報システム「Ｊアラート」のミサイル発射情報が、日本の上空をミサイルが通過した時点で発信されたことがあるなど混乱が相次いでいる。日米韓のシステムが連結されれば、ミサイルの飛行経路の正確な把握や、発信する情報の精度の向上が期待できよう。３月の日韓首脳会談を契機に両国関係が改善に向かっていることが、３か国の安全保障協力を深化させたようだ。北朝鮮が「軍事偵察衛星」と称して発射した弾道ミサイルは失敗に終わったが、早期に再打ち上げを行うと表明している。日米韓の連携の重要性は増している。情報共有にとどまらず、共同訓練の拡充などで対処能力を高める必要がある。日韓防衛相会談では、韓国海軍が２０１８年、自衛隊機に火器管制レーダーを照射した問題について、再発防止策を含め、協議を加速させることで一致した。韓国側はこれまで、レーダー照射の事実を認めてこなかった。今回の会談でも、その立場は変えていないという。だが、日本側が求めてきた「再発防止」を受け入れることで、自衛隊と韓国軍の信頼回復を図る狙いがあるようだ。現地ではまた、日米と豪州にフィリピンを加えた防衛相会談が初めて開かれた。米軍が使用可能な拠点を増やすなど、フィリピンが対米関係を強化したことが４か国会談につながったのだろう。中国は、台湾海峡や南シナ海周辺で挑発行為を繰り返している。覇権主義的な活動を食い止めるためには、多国間の連携を深めていくことが不可欠だ。,2023/06/05,アジア安保会議重層的な協議を抑止に生かせ
歯止めのかからない少子化や、安全保障環境の急速な悪化など、日本は難局に直面している。与党が内輪もめをして、政治の停滞を招くようなことは許されない。自民、公明両党が、次期衆院選の候補者調整を巡って対立を深めている。小選挙区の定数が「１０増１０減」となったことが発端だ。公明党は、５増で３０選挙区となる東京都で２人目の擁立を目指したが、自民党に拒まれた。このため東京での選挙協力は解消し、衆院選では都内の全自民党候補を推薦しないと発表した。都議会での協力関係も打ち切るという。自公両党は２０年以上にわたり、全国で小選挙区をすみ分け、互いに候補者を推薦し合ってきた。比例選で自民党が公明党への投票を呼びかけるケースもあった。東京だけとはいえ、自公が選挙協力を解消するほど対立を先鋭化させたことは過去になかった。公明票を頼りにしてきた都内の自民党候補には、痛手だろう。公明党が東京での擁立にこだわるのは、６議席を持つ大阪府と兵庫県で、日本維新の会が候補者の擁立を模索し始めたためだ。関西で厳しい戦いが予想されることから、東京で議席を確保しておきたいという思惑がある。一方、自民党は、地盤である地方の定数が減る影響をもろに受けるのだから、「東京では譲れない」と考えている。両党執行部が十分に意思疎通を図れていないのは明らかだ。公明党との調整役を務めてきた菅前首相や二階俊博元幹事長が、今は執行部から外れていることも影響していると言われる。岸田首相は公明党の山口代表に会い、連立堅持を確認し、丁寧に対応する考えを伝えた。両党幹事長も会談し、東京以外では選挙協力を維持する方針で一致した。選挙協力は連立政権の基盤だ。自民党は参院では、単独で過半数に達していない。亀裂が深まれば、政治は不安定化しかねない。選挙の区割り変更に伴う候補者調整の難航は、自公だけの問題にとどまらない。根本的な原因が選挙制度にあるからだ。地方から都市部への人口移動に伴い、衆院は「１票の格差」を是正するため、区割りを見直してきた。今後も区割りの変更が繰り返されることになると、与野党を問わず、頻繁に候補者調整を迫られる。有権者も混乱しよう。現在の制度は限界を迎えているのではないか。与野党は、改革の議論を急ぐ必要がある。,2023/06/04,自公候補者調整難航の背景に選挙制度の限界
